id,full_name,age,click,gender,device_type,ad_position,browsing_history,time_of_day
4805,User4805,52,0.0,Male,Mobile,Bottom,Social Media,Night
3296,User3296,42,0.0,Male,Tablet,Top,Entertainment,Afternoon
2394,User2394,44,0.0,Non-Binary,Tablet,Bottom,Social Media,Afternoon
9738,User9738,30,0.0,Male,Desktop,Bottom,Entertainment,Evening
1575,User1575,31,0.0,Non-Binary,Desktop,Top,Shopping,Night
3834,User3834,61,0.0,Male,Desktop,Bottom,Entertainment,Night
5439,User5439,38,1.0,Female,Tablet,Side,Social Media,Afternoon
1136,User1136,58,1.0,Non-Binary,Mobile,Side,Social Media,Morning
1225,User1225,27,1.0,Female,Tablet,Side,Entertainment,Evening
1369,User1369,45,1.0,Female,Desktop,Bottom,Social Media,Morning
1914,User1914,42,1.0,Male,Tablet,Bottom,Shopping,Night
5324,User5324,43,1.0,Non-Binary,Mobile,Top,Social Media,Night
5878,User5878,48,1.0,Non-Binary,Tablet,Bottom,Education,Afternoon
7438,User7438,53,1.0,Non-Binary,Mobile,Side,News,Morning
9058,User9058,47,0.0,Non-Binary,Desktop,Bottom,Education,Afternoon
4415,User4415,40,0.0,Non-Binary,Mobile,Top,News,Night
1850,User1850,38,0.0,Non-Binary,Desktop,Top,Shopping,Evening
1931,User1931,52,1.0,Non-Binary,Mobile,Bottom,Shopping,Night
5523,User5523,48,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
3955,User3955,63,0.0,Female,Mobile,Top,Entertainment,Afternoon
1340,User1340,40,0.0,Female,Tablet,Top,Entertainment,Evening
6743,User6743,29,1.0,Male,Mobile,Side,Entertainment,Afternoon
7971,User7971,29,1.0,Non-Binary,Tablet,Top,Shopping,Evening
5329,User5329,54,1.0,Male,Tablet,Side,Education,Evening
2361,User2361,40,0.0,Female,Desktop,Top,Social Media,Morning
1253,User1253,36,1.0,Non-Binary,Desktop,Bottom,Shopping,Morning
1033,User1033,55,0.0,Female,Tablet,Bottom,Entertainment,Night
6237,User6237,32,1.0,Non-Binary,Mobile,Top,News,Morning
5085,User5085,29,1.0,Female,Tablet,Top,News,Night
1104,User1104,47,0.0,Female,Desktop,Bottom,Entertainment,Evening
7498,User7498,39,1.0,Male,Mobile,Side,Education,Afternoon
7376,User7376,23,1.0,Female,Mobile,Side,News,Morning
9444,User9444,51,0.0,Male,Mobile,Side,Entertainment,Afternoon
163,User163,41,0.0,Male,Desktop,Top,Shopping,Night
9967,User9967,50,1.0,Female,Mobile,Side,Education,Evening
928,User928,48,1.0,Male,Desktop,Side,Social Media,Night
2715,User2715,38,0.0,Male,Mobile,Side,Social Media,Afternoon
1178,User1178,34,1.0,Male,Desktop,Bottom,Education,Evening
2387,User2387,43,1.0,Non-Binary,Mobile,Top,Social Media,Evening
6237,User6237,32,1.0,Non-Binary,Mobile,Top,News,Morning
8415,User8415,64,0.0,Non-Binary,Desktop,Side,News,Evening
4976,User4976,34,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
8081,User8081,38,1.0,Female,Tablet,Bottom,Entertainment,Night
1634,User1634,50,0.0,Female,Tablet,Bottom,News,Night
3042,User3042,56,1.0,Female,Mobile,Side,Social Media,Afternoon
3906,User3906,55,1.0,Non-Binary,Tablet,Bottom,Education,Evening
7699,User7699,45,0.0,Non-Binary,Tablet,Side,Entertainment,Afternoon
5055,User5055,45,1.0,Female,Desktop,Top,Education,Morning
5881,User5881,26,1.0,Non-Binary,Tablet,Top,Entertainment,Morning
9676,User9676,21,1.0,Male,Mobile,Top,Entertainment,Morning
5514,User5514,31,1.0,Non-Binary,Desktop,Side,Education,Night
2239,User2239,25,1.0,Female,Tablet,Bottom,Entertainment,Morning
3144,User3144,24,1.0,Female,Desktop,Side,Shopping,Morning
3014,User3014,28,1.0,Male,Mobile,Top,Entertainment,Afternoon
8333,User8333,58,0.0,Female,Mobile,Top,Social Media,Afternoon
4527,User4527,52,0.0,Male,Mobile,Top,Education,Morning
4359,User4359,36,0.0,Non-Binary,Desktop,Side,Social Media,Morning
9344,User9344,50,0.0,Female,Mobile,Top,Shopping,Night
5531,User5531,34,1.0,Male,Desktop,Top,News,Night
1762,User1762,41,1.0,Non-Binary,Desktop,Side,Entertainment,Afternoon
1945,User1945,20,1.0,Female,Tablet,Side,Entertainment,Night
8252,User8252,39,1.0,Male,Tablet,Side,Shopping,Night
7349,User7349,47,0.0,Female,Tablet,Side,Entertainment,Afternoon
3118,User3118,54,1.0,Male,Desktop,Top,Shopping,Evening
9290,User9290,47,1.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon
1734,User1734,50,0.0,Male,Mobile,Side,Education,Night
5363,User5363,43,0.0,Female,Desktop,Top,Entertainment,Evening
4102,User4102,54,0.0,Male,Tablet,Top,Shopping,Afternoon
1126,User1126,31,1.0,Female,Tablet,Side,Entertainment,Afternoon
4044,User4044,41,0.0,Male,Mobile,Top,Social Media,Morning
9550,User9550,58,1.0,Non-Binary,Desktop,Top,Education,Afternoon
270,User270,40,0.0,Non-Binary,Desktop,Side,News,Evening
6602,User6602,32,1.0,Female,Desktop,Side,Entertainment,Morning
9842,User9842,43,1.0,Non-Binary,Mobile,Top,Shopping,Afternoon
277,User277,59,1.0,Male,Desktop,Top,Entertainment,Afternoon
5640,User5640,33,0.0,Male,Mobile,Top,Entertainment,Evening
9090,User9090,41,1.0,Male,Desktop,Side,Entertainment,Morning
9146,User9146,58,1.0,Male,Desktop,Top,News,Afternoon
6387,User6387,43,0.0,Male,Desktop,Side,Entertainment,Evening
507,User507,31,0.0,Non-Binary,Mobile,Side,Education,Morning
6708,User6708,42,1.0,Female,Desktop,Top,Shopping,Night
4858,User4858,26,0.0,Male,Tablet,Side,Social Media,Evening
6683,User6683,32,1.0,Female,Desktop,Side,Social Media,Night
9418,User9418,20,1.0,Male,Tablet,Side,News,Night
2693,User2693,64,0.0,Male,Desktop,Side,Shopping,Evening
9642,User9642,47,1.0,Non-Binary,Mobile,Side,Shopping,Evening
4021,User4021,38,1.0,Male,Mobile,Side,News,Morning
2096,User2096,48,1.0,Non-Binary,Desktop,Top,Education,Night
3990,User3990,28,1.0,Female,Tablet,Side,Social Media,Evening
9418,User9418,20,1.0,Male,Tablet,Side,Education,Night
4509,User4509,29,1.0,Female,Desktop,Bottom,Education,Afternoon
4957,User4957,58,1.0,Male,Desktop,Bottom,Social Media,Evening
4621,User4621,20,1.0,Non-Binary,Desktop,Top,Social Media,Afternoon
8883,User8883,48,1.0,Female,Mobile,Bottom,Education,Evening
7476,User7476,52,0.0,Female,Tablet,Bottom,News,Night
1549,User1549,56,1.0,Male,Desktop,Top,Education,Afternoon
5906,User5906,56,0.0,Female,Mobile,Bottom,Social Media,Afternoon
5418,User5418,34,1.0,Male,Mobile,Top,Entertainment,Afternoon
5942,User5942,45,1.0,Male,Desktop,Bottom,Social Media,Evening
9499,User9499,26,1.0,Female,Mobile,Bottom,Social Media,Morning
9912,User9912,20,0.0,Male,Mobile,Side,Entertainment,Night
5514,User5514,31,1.0,Non-Binary,Desktop,Bottom,Entertainment,Night
2032,User2032,36,1.0,Male,Desktop,Bottom,Education,Morning
5891,User5891,24,0.0,Non-Binary,Tablet,Top,Education,Evening
3763,User3763,23,0.0,Non-Binary,Desktop,Bottom,Social Media,Afternoon
4907,User4907,37,0.0,Non-Binary,Mobile,Side,Social Media,Morning
9220,User9220,21,1.0,Female,Mobile,Side,Social Media,Night
3060,User3060,49,1.0,Non-Binary,Tablet,Bottom,News,Morning
4889,User4889,55,1.0,Female,Tablet,Bottom,News,Evening
375,User375,26,1.0,Non-Binary,Mobile,Top,Social Media,Evening
2124,User2124,33,1.0,Male,Desktop,Top,Social Media,Evening
8555,User8555,53,0.0,Female,Mobile,Top,Education,Evening
9400,User9400,41,1.0,Non-Binary,Mobile,Side,Education,Night
7973,User7973,28,1.0,Female,Mobile,Bottom,Shopping,Morning
8226,User8226,31,1.0,Male,Tablet,Top,Shopping,Morning
2973,User2973,27,1.0,Non-Binary,Tablet,Bottom,Social Media,Night
7750,User7750,46,1.0,Male,Mobile,Side,Social Media,Morning
6657,User6657,22,1.0,Female,Desktop,Bottom,News,Night
1171,User1171,52,1.0,Female,Mobile,Bottom,Entertainment,Night
4108,User4108,36,1.0,Female,Tablet,Top,Education,Morning
6637,User6637,27,0.0,Non-Binary,Mobile,Top,Social Media,Evening
1296,User1296,46,1.0,Non-Binary,Tablet,Top,News,Morning
4021,User4021,38,1.0,Non-Binary,Tablet,Bottom,Social Media,Morning
6167,User6167,20,1.0,Male,Mobile,Side,Shopping,Night
8226,User8226,31,1.0,Male,Tablet,Top,Social Media,Morning
9066,User9066,36,0.0,Male,Desktop,Bottom,Entertainment,Morning
6258,User6258,53,1.0,Non-Binary,Tablet,Top,News,Night
8149,User8149,42,0.0,Non-Binary,Mobile,Side,Education,Morning
3430,User3430,61,1.0,Male,Desktop,Side,Social Media,Morning
5,User5,53,0.0,Male,Mobile,Bottom,Social Media,Afternoon
7507,User7507,36,1.0,Non-Binary,Tablet,Top,Education,Afternoon
5566,User5566,34,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
315,User315,57,1.0,Non-Binary,Mobile,Side,Social Media,Evening
1369,User1369,45,1.0,Non-Binary,Desktop,Bottom,Social Media,Morning
3060,User3060,29,1.0,Male,Tablet,Bottom,Education,Morning
3333,User3333,30,1.0,Non-Binary,Tablet,Top,Shopping,Evening
6785,User6785,42,0.0,Non-Binary,Tablet,Side,News,Afternoon
1041,User1041,37,1.0,Male,Mobile,Side,Entertainment,Morning
647,User647,53,0.0,Non-Binary,Desktop,Side,Shopping,Morning
4429,User4429,34,1.0,Male,Mobile,Top,Entertainment,Morning
4938,User4938,36,1.0,Male,Desktop,Side,Shopping,Evening
9617,User9617,63,1.0,Female,Tablet,Side,Shopping,Afternoon
3336,User3336,39,1.0,Non-Binary,Tablet,Bottom,Social Media,Morning
9789,User9789,47,1.0,Female,Tablet,Side,Shopping,Morning
4429,User4429,34,1.0,Non-Binary,Mobile,Top,Entertainment,Morning
1549,User1549,58,1.0,Male,Desktop,Top,Shopping,Afternoon
9807,User9807,35,1.0,Non-Binary,Tablet,Bottom,Education,Night
2934,User2934,26,1.0,Non-Binary,Desktop,Top,Entertainment,Afternoon
2086,User2086,51,0.0,Male,Mobile,Side,News,Night
1136,User1136,36,1.0,Female,Mobile,Top,Entertainment,Morning
1975,User1975,30,1.0,Female,Mobile,Top,Social Media,Morning
1370,User1370,23,1.0,Female,Desktop,Bottom,Shopping,Night
6094,User6094,29,1.0,Non-Binary,Mobile,Top,Social Media,Evening
4029,User4029,21,1.0,Female,Desktop,Side,Shopping,Afternoon
403,User403,38,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
2876,User2876,23,1.0,Non-Binary,Tablet,Top,Education,Morning
6479,User6479,44,1.0,Male,Tablet,Side,Education,Afternoon
5894,User5894,57,0.0,Male,Desktop,Side,Social Media,Evening
9617,User9617,63,1.0,Male,Tablet,Side,Shopping,Afternoon
1650,User1650,29,1.0,Non-Binary,Desktop,Bottom,Social Media,Morning
3336,User3336,39,1.0,Non-Binary,Tablet,Bottom,Social Media,Morning
5531,User5531,34,1.0,Male,Desktop,Top,News,Night
7647,User7647,49,1.0,Male,Desktop,Top,News,Afternoon
2062,User2062,27,0.0,Female,Desktop,Top,Social Media,Morning
6966,User6966,39,0.0,Non-Binary,Tablet,Side,Education,Evening
3183,User3183,39,0.0,Non-Binary,Tablet,Side,News,Morning
2529,User2529,37,1.0,Female,Desktop,Bottom,News,Afternoon
5191,User5191,44,0.0,Male,Mobile,Bottom,Entertainment,Evening
5323,User5323,63,0.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon
5826,User5826,41,0.0,Non-Binary,Desktop,Bottom,Entertainment,Morning
6153,User6153,30,1.0,Male,Mobile,Side,Entertainment,Night
9260,User9260,37,0.0,Female,Desktop,Top,Education,Afternoon
389,User389,51,1.0,Non-Binary,Tablet,Top,Social Media,Afternoon
9642,User9642,44,1.0,Female,Mobile,Bottom,Shopping,Evening
5531,User5531,34,1.0,Male,Desktop,Top,Education,Night
7507,User7507,35,1.0,Female,Mobile,Top,Education,Afternoon
3154,User3154,46,0.0,Female,Mobile,Top,Shopping,Evening
1945,User1945,20,1.0,Female,Tablet,Side,Entertainment,Night
3675,User3675,36,0.0,Male,Tablet,Top,News,Afternoon
5198,User5198,47,1.0,Male,Desktop,Bottom,Education,Night
429,User429,45,0.0,Female,Desktop,Bottom,Education,Morning
9660,User9660,54,1.0,Male,Desktop,Top,Education,Night
7313,User7313,40,1.0,Non-Binary,Mobile,Side,Social Media,Morning
911,User911,32,1.0,Non-Binary,Desktop,Top,Shopping,Night
7013,User7013,32,0.0,Female,Tablet,Top,Education,Afternoon
8684,User8684,51,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
1386,User1386,51,0.0,Male,Desktop,Top,News,Night
3335,User3335,24,1.0,Male,Mobile,Top,Entertainment,Night
4548,User4548,36,1.0,Male,Desktop,Side,Shopping,Evening
6657,User6657,22,1.0,Female,Tablet,Bottom,Education,Night
7376,User7376,23,1.0,Female,Mobile,Side,News,Morning
2676,User2676,37,0.0,Female,Tablet,Side,Social Media,Morning
5569,User5569,35,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
1710,User1710,37,1.0,Female,Tablet,Side,Social Media,Afternoon
5198,User5198,24,1.0,Male,Desktop,Bottom,Entertainment,Night
6256,User6256,34,0.0,Male,Tablet,Top,Education,Evening
9640,User9640,27,0.0,Female,Desktop,Side,Social Media,Morning
7321,User7321,39,0.0,Female,Tablet,Side,Shopping,Evening
2125,User2125,19,1.0,Female,Tablet,Top,Entertainment,Evening
5346,User5346,30,1.0,Male,Tablet,Top,News,Morning
4707,User4707,21,1.0,Non-Binary,Desktop,Top,Entertainment,Evening
234,User234,48,1.0,Non-Binary,Tablet,Bottom,Social Media,Morning
1141,User1141,37,1.0,Male,Desktop,Bottom,Shopping,Afternoon
5832,User5832,28,1.0,Non-Binary,Desktop,Side,News,Afternoon
3164,User3164,28,1.0,Female,Desktop,Bottom,Education,Evening
7905,User7905,37,0.0,Non-Binary,Tablet,Bottom,Education,Night
6296,User6296,29,1.0,Female,Desktop,Bottom,Education,Evening
7962,User7962,58,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
8411,User8411,40,0.0,Male,Tablet,Bottom,Education,Evening
277,User277,34,1.0,Male,Desktop,Top,Social Media,Afternoon
9419,User9419,64,1.0,Female,Mobile,Side,Social Media,Afternoon
9057,User9057,38,1.0,Female,Desktop,Side,Entertainment,Afternoon
8426,User8426,21,0.0,Male,Mobile,Side,Education,Night
6438,User6438,53,1.0,Non-Binary,Tablet,Top,Shopping,Night
7229,User7229,43,1.0,Non-Binary,Mobile,Top,Social Media,Night
1377,User1377,36,0.0,Male,Tablet,Bottom,News,Afternoon
1041,User1041,37,1.0,Male,Mobile,Side,Entertainment,Morning
7962,User7962,58,1.0,Female,Tablet,Top,News,Afternoon
5425,User5425,54,1.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
2337,User2337,40,1.0,Male,Desktop,Top,Entertainment,Evening
5860,User5860,62,1.0,Female,Desktop,Bottom,Entertainment,Morning
2805,User2805,52,0.0,Male,Tablet,Bottom,News,Afternoon
111,User111,31,0.0,Male,Mobile,Top,Education,Morning
7815,User7815,43,0.0,Non-Binary,Desktop,Bottom,News,Evening
6980,User6980,62,1.0,Female,Desktop,Bottom,Entertainment,Night
5055,User5055,45,1.0,Male,Desktop,Top,News,Morning
7750,User7750,46,1.0,Non-Binary,Mobile,Side,Entertainment,Morning
7196,User7196,20,0.0,Female,Tablet,Side,Entertainment,Night
7450,User7450,43,1.0,Male,Desktop,Side,News,Night
7971,User7971,46,1.0,Non-Binary,Tablet,Bottom,News,Morning
444,User444,53,0.0,Non-Binary,Desktop,Side,Social Media,Evening
8345,User8345,60,0.0,Male,Desktop,Top,Entertainment,Afternoon
2431,User2431,42,1.0,Male,Desktop,Top,Education,Night
4215,User4215,46,0.0,Non-Binary,Desktop,Top,Entertainment,Morning
6462,User6462,36,1.0,Non-Binary,Tablet,Side,Education,Evening
928,User928,49,1.0,Male,Desktop,Side,Social Media,Night
3336,User3336,26,1.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon
1171,User1171,52,1.0,Female,Mobile,Bottom,Education,Night
1216,User1216,55,0.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
966,User966,54,1.0,Female,Desktop,Bottom,Education,Night
5329,User5329,54,1.0,Male,Tablet,Side,Education,Evening
8096,User8096,49,0.0,Male,Tablet,Side,Entertainment,Afternoon
3042,User3042,56,1.0,Non-Binary,Mobile,Side,Social Media,Afternoon
8459,User8459,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
5832,User5832,28,1.0,Non-Binary,Desktop,Side,Social Media,Afternoon
8226,User8226,31,1.0,Male,Tablet,Top,Entertainment,Morning
2934,User2934,26,1.0,Non-Binary,Desktop,Top,Entertainment,Afternoon
8716,User8716,47,0.0,Female,Mobile,Bottom,Social Media,Evening
8459,User8459,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Night
1171,User1171,52,1.0,Female,Mobile,Bottom,Social Media,Night
3833,User3833,57,0.0,Male,Desktop,Side,Entertainment,Night
1524,User1524,24,1.0,Male,Mobile,Bottom,Social Media,Night
6074,User6074,35,1.0,Female,Mobile,Bottom,Social Media,Afternoon
2174,User2174,36,1.0,Female,Desktop,Bottom,Entertainment,Afternoon
5589,User5589,53,0.0,Female,Tablet,Side,Shopping,Evening
1539,User1539,43,1.0,Non-Binary,Mobile,Bottom,Education,Evening
6602,User6602,58,1.0,Female,Desktop,Side,Entertainment,Night
2311,User2311,35,1.0,Female,Mobile,Bottom,Social Media,Afternoon
4278,User4278,30,0.0,Non-Binary,Tablet,Side,Education,Night
4108,User4108,36,1.0,Non-Binary,Tablet,Top,Entertainment,Morning
9763,User9763,30,0.0,Female,Desktop,Bottom,Entertainment,Evening
109,User109,35,0.0,Female,Tablet,Bottom,Social Media,Morning
1978,User1978,49,0.0,Female,Tablet,Side,News,Evening
5605,User5605,44,0.0,Non-Binary,Mobile,Side,Social Media,Evening
8883,User8883,48,1.0,Female,Mobile,Bottom,Education,Evening
4457,User4457,35,0.0,Non-Binary,Desktop,Top,News,Night
6143,User6143,29,1.0,Non-Binary,Mobile,Bottom,News,Afternoon
2973,User2973,48,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
1296,User1296,34,1.0,Male,Tablet,Top,Education,Morning
7241,User7241,34,0.0,Female,Tablet,Side,News,Afternoon
5197,User5197,29,0.0,Male,Mobile,Top,Entertainment,Evening
2602,User2602,30,1.0,Female,Tablet,Bottom,Shopping,Afternoon
7268,User7268,24,1.0,Female,Desktop,Bottom,Social Media,Evening
1910,User1910,63,1.0,Male,Desktop,Side,Social Media,Night
3070,User3070,30,0.0,Male,Desktop,Top,News,Afternoon
6167,User6167,20,1.0,Male,Mobile,Side,Shopping,Night
4270,User4270,33,0.0,Female,Tablet,Bottom,Education,Night
6143,User6143,29,1.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
8973,User8973,26,0.0,Male,Tablet,Side,Education,Night
911,User911,32,1.0,Non-Binary,Desktop,Top,Entertainment,Night
9400,User9400,36,1.0,Female,Mobile,Top,Education,Morning
1805,User1805,28,1.0,Non-Binary,Mobile,Top,Entertainment,Afternoon
7422,User7422,41,1.0,Female,Desktop,Top,Social Media,Evening
9689,User9689,41,1.0,Male,Desktop,Side,Entertainment,Afternoon
2044,User2044,31,1.0,Male,Mobile,Top,News,Evening
9090,User9090,41,1.0,Male,Desktop,Side,Shopping,Morning
4169,User4169,50,0.0,Male,Tablet,Bottom,Education,Night
9266,User9266,38,1.0,Non-Binary,Mobile,Bottom,Education,Afternoon
5756,User5756,51,1.0,Non-Binary,Tablet,Side,Social Media,Afternoon
7438,User7438,53,1.0,Non-Binary,Mobile,Side,News,Morning
2336,User2336,32,1.0,Male,Tablet,Side,Shopping,Morning
1913,User1913,53,0.0,Male,Tablet,Side,Education,Night
9990,User9990,25,1.0,Male,Desktop,Side,Education,Night
4848,User4848,23,1.0,Non-Binary,Desktop,Bottom,Entertainment,Night
2326,User2326,50,0.0,Female,Tablet,Side,Entertainment,Morning
4740,User4740,47,0.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
4957,User4957,58,1.0,Non-Binary,Desktop,Bottom,Social Media,Evening
110,User110,22,0.0,Non-Binary,Desktop,Bottom,News,Afternoon
7675,User7675,63,0.0,Non-Binary,Mobile,Side,News,Afternoon
5881,User5881,26,1.0,Non-Binary,Tablet,Top,Education,Morning
5756,User5756,51,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
3803,User3803,53,1.0,Female,Mobile,Top,Education,Morning
9480,User9480,39,0.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
6508,User6508,47,0.0,Male,Mobile,Top,Entertainment,Morning
3060,User3060,49,1.0,Male,Tablet,Bottom,News,Morning
7438,User7438,47,1.0,Non-Binary,Mobile,Side,Education,Morning
4836,User4836,43,1.0,Female,Tablet,Side,Education,Evening
6479,User6479,39,1.0,Male,Desktop,Side,Social Media,Afternoon
6734,User6734,30,0.0,Female,Mobile,Side,Shopping,Evening
5972,User5972,43,0.0,Female,Desktop,Top,News,Evening
1253,User1253,36,1.0,Female,Desktop,Bottom,Shopping,Morning
5193,User5193,50,1.0,Female,Desktop,Side,News,Afternoon
6880,User6880,38,1.0,Female,Mobile,Top,News,Night
3658,User3658,45,1.0,Female,Desktop,Side,Shopping,Night
7376,User7376,50,1.0,Male,Mobile,Side,Shopping,Morning
6683,User6683,32,1.0,Male,Tablet,Side,Entertainment,Night
1077,User1077,34,1.0,Non-Binary,Desktop,Side,Shopping,Afternoon
6086,User6086,20,1.0,Male,Desktop,Bottom,Social Media,Morning
2021,User2021,41,1.0,Male,Mobile,Bottom,Social Media,Afternoon
1549,User1549,41,1.0,Non-Binary,Desktop,Side,Entertainment,Morning
1539,User1539,43,1.0,Non-Binary,Mobile,Bottom,Education,Evening
5960,User5960,47,0.0,Female,Desktop,Side,Entertainment,Evening
8373,User8373,29,1.0,Male,Desktop,Side,Shopping,Afternoon
9723,User9723,28,1.0,Female,Mobile,Bottom,Education,Evening
9855,User9855,43,1.0,Male,Desktop,Bottom,News,Morning
3164,User3164,30,1.0,Female,Desktop,Bottom,Education,Evening
3483,User3483,20,1.0,Male,Mobile,Side,Entertainment,Morning
8687,User8687,29,0.0,Male,Desktop,Bottom,Social Media,Night
4707,User4707,35,1.0,Non-Binary,Tablet,Bottom,Shopping,Evening
4902,User4902,51,0.0,Male,Tablet,Top,News,Night
2337,User2337,41,1.0,Female,Desktop,Top,Entertainment,Evening
9855,User9855,43,1.0,Male,Desktop,Bottom,News,Morning
472,User472,53,0.0,Non-Binary,Mobile,Top,Social Media,Morning
2964,User2964,40,1.0,Non-Binary,Mobile,Side,Entertainment,Night
7780,User7780,19,0.0,Male,Tablet,Bottom,Education,Afternoon
9090,User9090,41,1.0,Male,Desktop,Side,Education,Morning
9617,User9617,63,1.0,Male,Tablet,Side,Shopping,Afternoon
7155,User7155,50,0.0,Female,Tablet,Top,Social Media,Morning
2032,User2032,36,1.0,Male,Desktop,Bottom,Education,Morning
4235,User4235,59,0.0,Non-Binary,Tablet,Side,News,Morning
2318,User2318,40,0.0,Male,Mobile,Bottom,Education,Night
3118,User3118,57,1.0,Male,Mobile,Top,Education,Evening
3930,User3930,58,0.0,Female,Tablet,Side,Education,Night
3846,User3846,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Night
5596,User5596,43,1.0,Non-Binary,Tablet,Top,Social Media,Afternoon
2131,User2131,36,0.0,Female,Mobile,Side,Entertainment,Morning
5308,User5308,36,1.0,Female,Desktop,Side,News,Morning
